id,name,trait,variants,license_class,license,first_author,journal,year
PGS004853,VTE_PRSmix_eur,Venous thromboembolism,828099,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004854,VTE_PRSmixPlus_eur,Venous thromboembolism,2268993,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004855,WBC_PRSmix_eur,White blood cell count,1165158,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004856,WBC_PRSmix_sas,White blood cell count,6594323,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004857,WBC_PRSmixPlus_eur,White blood cell count,4141649,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004858,WBC_PRSmixPlus_sas,White blood cell count,6594323,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Truong B,Cell Genom,2024
PGS004859,T2D_PRS_CS,Type 2 diabetes (T2D),1108235,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Deutsch AJ,Diabetes Care,2023
PGS004860,Genome-wide-PRS,Lung cancer,1143554,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Boumtje V,EBioMedicine,2024
PGS004861,hermes.gwama,Dilated cardiomyopathy,713932,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Zheng SL,Nat Genet,2024
PGS004862,hermes.mtag,Dilated cardiomyopathy (MTAG),709534,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Zheng SL,Nat Genet,2024
PGS004863,PRS74_AD,Alzheimer's disease,74,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Sleiman PM,Alzheimers Dement,2023
PGS004864,PRS186_BMI,Body mass index (BMI),186,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",de Toro-Martín J,JCI Insight,2018
PGS004865,PRS105_BC,Breast cancer,105,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Gao C,J Clin Oncol,2021
PGS004866,PRS105_ERposBC,ER-positive breast cancer,105,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Gao C,J Clin Oncol,2021
PGS004867,PRS105_ERnegBC,ER-negative breast cancer,105,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Gao C,J Clin Oncol,2021
PGS004868,T2DPGS,Type 2 diabetes (T2D),6580804,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Yun JS,Cardiovasc Diabetol,2022
PGS004869,INTERVENE_MegaPRS_breast_cancer,Breast cancer,872060,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jermy B,Nat Commun,2024
PGS004870,INTERVENE_MegaPRS_T2D,Type 2 diabetes (T2D),930506,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jermy B,Nat Commun,2024
PGS004871,INTERVENE_MegaPRS_Gout,Gout,762621,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jermy B,Nat Commun,2024
PGS004872,INTERVENE_MegaPRS_Prostate_cancer,Prostate cancer,765876,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jermy B,Nat Commun,2024
PGS004873,INTERVENE_MegaPRS_RA,Rheumatoid arthritis,551074,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jermy B,Nat Commun,2024
PGS004874,INTERVENE_MegaPRS_T1D,Type 1 diabetes (T1D),56916,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jermy B,Nat Commun,2024
PGS004875,INTERVENE_MegaPRS_AllCancers,All Cancers,818872,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jermy B,Nat Commun,2024
PGS004876,INTERVENE_MegaPRS_Appendicitis,Appendicitis,601835,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jermy B,Nat Commun,2024
PGS004877,INTERVENE_MegaPRS_Asthma,Asthma,870454,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jermy B,Nat Commun,2024
PGS004878,INTERVENE_MegaPRS_Atrial_fibrillation,Atrial fibrillation,785779,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jermy B,Nat Commun,2024
PGS004879,INTERVENE_MegaPRS_CHD,Coronary heart disease,610677,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jermy B,Nat Commun,2024
PGS004880,INTERVENE_MegaPRS_Colorectal_cancer,Colorectal cancer,843248,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jermy B,Nat Commun,2024
PGS004881,INTERVENE_MegaPRS_Epilepsy,Epilepsy,605432,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jermy B,Nat Commun,2024
PGS004882,INTERVENE_MegaPRS_Hip_osteoarthritis,Hip osteoarthritis,773587,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jermy B,Nat Commun,2024
PGS004883,INTERVENE_MegaPRS_Knee_osteoarthritis,Knee osteoarthritis,952133,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jermy B,Nat Commun,2024
PGS004884,INTERVENE_MegaPRS_Lung_cancer,Lung cancer,655479,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jermy B,Nat Commun,2024
PGS004885,INTERVENE_MegaPRS_MDD,Major depressive disorder,801544,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jermy B,Nat Commun,2024
PGS004886,INTERVENE_MegaPRS_Melanoma,Melanoma,692834,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Jermy B,Nat Commun,2024
PGS004887,T2D_gePGS,Type 2 diabetes (T2D),1117628,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Mandla R,Genome Med,2024
PGS004888,CAD_gePGS,Coronary artery diseae,1110046,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Mandla R,Genome Med,2024
PGS004889,CKD_gePGS,Chronic kidney disease,1117375,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Mandla R,Genome Med,2024
PGS004890,CC-GWAS_PRS,Triple negative breast cancer versus luminal breast cancer,25,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Sun X,Cancer Res,2024
PGS004891,TNBC_PRS25,Triple negative breast cancer,25,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Sun X,Cancer Res,2024
